Red Corner,Blue Corner,Number,Date,Winner,Result,Judge 1,Judge 2,Judge 3
Israel Rodriguez Picazo,Ramon Cardenas,,02/16/2024,b,RTD,James Ged O'Connor,Efrain Lebron,Tito Wilgo
https://www.dailymotion.com/video/x8vggm8
10,10,9,9,10,9,,,,,,
9,9,10,10,9,10,,,,,,
10,10,10,10,10,9,,,,,,
9,9,9,9,9,10,,,,,,
10,10,9,9,10,9,,,,,,
9,9,10,10,9,10,,,,,,
Justin Pauldo,Miguel Madueno,,02/28/2024,b,SD,Brian Garry,Rose M Lacend,Alvaro Rodriguez
https://www.dailymotion.com/video/x8we3wm
9,9,10,9,10,9,10,10,10,9,,
10,10,9,10,8,10,9,9,9,10,,
9,10,9,9,9,9,9,10,9,9,,
10,9,10,10,9,10,10,9,10,10,,
9,10,9,9,10,9,10,9,10,9,,
10,9,10,10,8,10,9,10,9,10,,
Kelvin Davis,Mario Ezequiel Sayal Lozano,,03/13/2024,r,TKO,Brian Garry,James Ged O'Connor,Tito Wilgo
15
10,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
9,,,,,,,,,,,
Radivoje Kalajdzic,Sullivan Barrera,,03/13/2024,r,KO,James Ged O'Connor,Tito Wilgo,Braddan Jackson
https://www.dailymotion.com/video/x8xd5no
10,10,10,10,10,10,10,10,10,,,
9,9,8,9,9,9,9,9,9,,,
10,9,10,10,10,10,10,10,9,,,
9,10,8,9,9,9,9,9,10,,,
10,10,10,10,10,10,10,10,10,,,
9,9,8,9,9,9,9,9,9,,,
Liam Davies,Erik Robles Ayala,,03/13/2024,r,TKO,Terry O'Connor,Leszek Jankowiak,Giulio Piras
23
10,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
9,,,,,,,,,,,
Famous Wilson,Nissan Anderson,,04/10/2024,r,UD,James Ged O'Connor,Efrain Lebron,Shami Shipman
26
10,10,10,10,,,,,,,,
9,9,9,9,,,,,,,,
10,10,10,9,,,,,,,,
9,9,9,10,,,,,,,,
10,10,10,10,,,,,,,,
9,9,9,9,,,,,,,,
Dominic Valle,Angel Vazquez Lupercio,,04/10/2024,r,TKO,James Ged O'Connor,Chris Young,Shami Shipman
28
10,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
9,,,,,,,,,,,
Jaycob Gomez,Jose Arellano,,04/10/2024,r,MD,James Ged O'Connor,Chris Young,Efrain Lebron
29
10,10,10,9,10,9,10,9,,,,
9,9,9,10,9,10,9,10,,,,
10,10,10,9,9,10,10,9,,,,
9,9,9,10,10,9,9,10,,,,
10,10,10,9,9,9,9,10,,,,
9,9,9,10,10,10,10,9,,,,
Angelo Leo,Eduardo Baez,,04/10/2024,r,UD,James Ged O'Connor,Efrain Lebron,Shami Shipman
https://www.youtube.com/watch?v=1fRvQQo0V5A
9,10,9,10,10,10,10,10,9,10,,
10,9,10,9,9,9,9,9,10,9,,
9,10,10,10,10,10,9,10,10,10,,
10,9,9,9,9,9,10,9,9,9,,
9,10,10,10,10,9,10,10,10,10,,
10,9,9,9,9,10,9,9,9,9,,
Oleksandr Usyk,Tyson Fury,,05/18/2024,r,SD,Mike Fitzgerald,Manuel Oliver Palomo,Craig Metcalfe
https://www.youtube.com/watch?v=UrFK01V4bkI
10,10,9,9,9,9,9,10,10,10,10,9
9,9,10,10,10,10,10,9,8,9,9,10
10,9,10,10,9,9,9,10,10,10,10,9
9,10,9,9,10,10,10,9,8,9,9,10
10,9,10,9,9,9,9,10,10,10,9,9
9,10,9,10,10,10,10,9,8,9,10,10
Dmitrii Bivol,Malik Zinad,,06/01/2024,r,TKO,Pawel Kardyni,Patrick Morley,John Latham
https://www.youtube.com/watch?v=AIUTV83-SEU&pp=ygUcRG1pdHJpaSBCaXZvbCB2cyBNYWxpayBaaW5hZA%3D%3D
10,10,10,10,10,,,,,,,
8,9,9,9,9,,,,,,,
10,10,10,10,10,,,,,,,
8,9,9,9,9,,,,,,,
10,10,10,10,9,,,,,,,
8,9,9,9,10,,,,,,,
Jahzia Puohotaua,Tangiariki Mauri,,05/29/2024,r,TKO,Paul Tapley,Paul Williams,John Watson
https://www.dailymotion.com/video/x8zdp4g
10,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
9,,,,,,,,,,,
Mario Barrios,Abel Ramos,,11/15/2024,d,SD,Mike Ross,Javier Alvarez,Douglas Robinson
73
10,10,10,9,10,8,9,10,10,10,10,10
9,8,9,10,9,10,10,9,9,9,9,9
10,10,10,9,9,8,9,9,9,9,10,10
9,8,9,10,10,10,10,10,10,10,9,9
10,10,10,9,9,8,9,9,9,10,10,10
9,8,9,10,10,10,10,10,10,9,9,9
Amanda Serrano,Katie Taylor,,11/15/2024,b,UD,Nathan Palmer,Jesse Reyes,Jeremy Hayes
74
10,10,9,9,9,9,9,10,9,10,,
9,9,10,10,10,10,10,8,10,9,,
10,9,9,9,10,9,10,10,9,9,,
9,10,10,10,9,10,9,8,10,10,,
10,9,9,10,9,9,9,10,10,9,,
9,10,10,9,10,10,10,8,9,10,,